60,11,3,60,29,0,0,0,1,1
14,341,2,14,1,2,0,1,0,0
6,0,29,0,0,1,4,0,2,3
1,3,1,40,0,0,0,0,0,0
5,1,6,7,68,4,8,0,1,50
5,0,4,11,6,91,14,0,2,32
0,1,0,0,0,0,42,0,1,1
1,3,0,1,0,0,0,39,0,1
6,6,65,2,0,1,16,1,48,5
6,2,10,2,11,19,63,0,1,261
