49,1,1,1,4,0,1,0,0,3
1,121,0,0,2,0,1,0,1,0
1,1,9,0,0,0,1,0,0,1
1,1,0,12,0,0,0,0,0,0
1,0,0,1,34,0,0,0,1,7
1,0,1,1,2,50,0,0,0,6
0,0,0,0,0,0,12,0,0,0
0,0,0,0,0,0,0,15,0,0
0,1,3,0,3,0,0,0,47,2
1,0,1,0,5,5,0,0,1,106
