46,0,0,0,2,0,1,0,3,2
1,118,0,3,3,0,1,2,0,0
2,0,7,0,2,0,2,0,0,2
0,1,0,8,2,1,0,0,1,0
4,1,1,1,27,5,0,0,1,10
0,1,2,2,2,42,0,0,0,12
0,1,0,0,1,0,7,0,0,0
0,0,0,1,0,0,0,12,1,0
1,3,3,0,1,0,2,1,42,2
1,0,2,0,10,7,2,0,2,97
